perimeter,area,height,width,shape_index,compactness,weight
18.839142597147397,436.15178571428567,4.821428571428571,6.107142857142857,126.66666666666666,15.442771739499712,58.0
19.445234087961058,452.4375,4.607142857142857,6.642857142857142,144.18604651162792,15.036338935096737,56.0
19.236332544258666,445.1785714285714,4.714285714285714,6.2142857142857135,131.81818181818178,15.118181782212812,54.0
19.424621075391773,451.125,4.714285714285714,6.321428571428571,134.0909090909091,15.02455604035808,58.0
19.12157527889524,445.82142857142856,4.821428571428571,6.160714285714286,127.77777777777779,15.322282597965225,58.0
19.110806893025124,442.71428571428567,4.607142857142857,6.428571428571428,139.53488372093022,15.232646090072315,56.0
19.204951145819255,438.77678571428567,4.714285714285714,6.2142857142857135,131.81818181818178,14.949514643768548,58.0
18.53609683896814,426.13392857142856,4.607142857142857,6.107142857142857,132.55813953488374,15.585451877268504,54.0
18.79476253049714,437.27678571428567,4.875,6.160714285714286,126.37362637362637,15.555808938561645,56.0
19.173569779310906,444.6428571428571,4.607142857142857,6.535714285714286,141.86046511627907,15.199007433686537,56.0
19.066426845533506,444.8035714285714,4.875,6.2142857142857135,127.47252747252746,15.375863211440803,58.0
19.361858189105988,444.75,4.767857142857142,6.2142857142857135,130.3370786516854,14.908424522206097,58.0
19.29909541777202,445.9285714285714,4.767857142857142,6.321428571428571,132.58426966292137,15.045314019506458,58.0
18.63785545527935,426.5357142857143,4.714285714285714,6.053571428571428,128.4090909090909,15.430265061518508,54.0
18.661622471043042,418.9553571428571,4.821428571428571,5.946428571428571,123.33333333333334,15.117459489431344,56.0
19.20495110111577,441.29464285714283,4.714285714285714,6.2142857142857135,131.81818181818178,15.035300342023291,58.0
19.36185825296811,450.69642857142856,4.714285714285714,6.375,135.22727272727272,15.107754116831178,58.0
19.079425526516776,432.4553571428571,4.660714285714286,6.160714285714286,132.183908045977,14.928650720361185,54.0
19.236332550644875,446.35714285714283,4.714285714285714,6.267857142857142,132.95454545454544,15.158205839441628,56.0
19.027431070804596,441.5625,4.821428571428571,6.160714285714286,127.77777777777779,15.326455652010182,60.0
18.839142552443914,429.5625,4.607142857142857,6.267857142857142,136.04651162790697,15.209465796332596,54.0
18.73199977832181,429.0803571428571,4.607142857142857,6.2142857142857135,134.88372093023256,15.366685732641212,56.0
18.90190540041242,427.0982142857143,4.714285714285714,6.0,127.27272727272727,15.021954736996475,56.0
